Customer CodeToken / Fiat / NFT [Balance/NFT ID],
06710334,"AKRO[4.0000000000000000],ALGO[4055.8858254600000000],ALPHA[1.0000000000000000],APT[68.7777404400000000],BAO[2.0000000000000000],BNB[3.0677295300000000],DENT[1.0000000000000000],ETH[2.7468652400000000],ETHW[1.1449369900000000],GBP[0.0000000144025690],KIN[4.0000000000000000],MATH[1.0000000000000000],MATIC[2087.3849141800000000],NEAR[188.1098375100000000],SAND[820.5385929900000000],SECO[1.0000000000000000],TRX[3.0000000000000000],UBXT[2.0000000000000000],USDT[13779.3390507700000000],XRP[10036.0551257100000000]"
06710342,BTC[0.0000000067952972]
06710354,USD[30.0000000000000000]
06710363,"GBP[0.0935235100000696],KIN[2697784.4416966600000000],TRX[1.0000000000000000],USD[0.0000000094517911]"
06710368,"USDT[6.8240294517612300],XRP[0.0012232400000000]"
06710372,"BTC[0.0068905510000000],ETH[0.2032605800000000],ETHW[0.0271451600000000],FTT[25.0000000000000000],SOL[1.0189043000000000],USD[571.3514180367100000],USDT[5.6034753950133357]"
06710382,USDT[15.0000000000000000]
06710384,"BTC[0.0005000000000000],ETH[0.0009901200000000],ETHW[0.0009901200000000],USD[0.6569138907200000]"
06710389,"BNB[0.0000000800000000],USDT[0.0000000092077671]"
06710413,"TONCOIN[1659.3158589800000000],TRX[0.0000010000000000],USDT[0.0000000119712078]"
06710420,"BTC[0.0000000040000000],USD[0.0000000027661120],USDT[0.0000000089523968]"
06710438,"TRX[0.0000040000000000],USDT[0.0000000016150190]"
06710443,USDT[1296.0905304600000000]
06710446,"SHIB[911300.1215066800000000],SPELL[5752.5152873000000000],USD[0.0000000000163462]"
06710460,SOL[0.0000000045000000]
06710465,"GBP[6.2921850269234410],SOL[0.0000020100000000],USD[0.0000001185782896]"
06710478,"DOGE[0.0001810600000000],USD[0.0000822418612743],USDT[10.2150987782801009]"
06710487,USD[0.0001004857000000]
06710500,USD[0.0043185015000000]
06710507,"MATIC[0.0096475200000000],TRX[2.4628490576000000],USDT[0.0046164100000000]"
06710533,"BNB[0.0000000088852610],TRX[0.0000000064439391],USD[0.0000003320000000],USDT[0.0000020296221239]"
06710540,"BAO[1.0000000000000000],CRO[2232.2438321500000000],RSR[2.0000000000000000],USD[0.0000000023463377]"
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
06710570,"USD[0.0295483747665000],XRP[0.0000000071117732]"
06710590,"AKRO[1.0000000000000000],BAO[1.0000000000000000],SHIB[1788238.6492359600000000],TRX[1.0000170000000000],USDT[51.0074511457375447]"
06710600,"DOGE[0.0001559700000000],ETH[0.0102039600000000],ETHW[0.0102039600000000],USD[0.0000012543574220]"
06710603,"AKRO[1.0000000000000000],AMPL[0.0009282920055011],BAO[4.0000000000000000],DENT[1.0000000000000000],GBP[3035.2759363024498425],KIN[4.0000000000000000],SRM[1.0000000000000000]"
06710605,BTC[0.0015998100000000]
06710626,"AKRO[1.0000000000000000],BAO[1.0000000000000000],USD[0.0000000028936504],USDT[0.9898020073675762]"
06710629,"AVAX[0.0000220200000000],BAO[4.0000000000000000],DENT[1.0000000000000000],FTT[0.0000096800000000],KIN[2.0000000000000000],SOL[0.0000092700000000],USD[0.0000000170897265],USDT[0.0000000026544950]"
06710640,"APT[0.3214820309018337],BNB[0.0000000083242876],BTC[0.0000000008392540],DOGE[0.0000000026109180],FTT[0.5258275100000000],MATIC[0.0000000081778000],SOL[0.3400000000000000],TRX[0.0000280000000000],USDT[0.0000000147140452]"
06710646,USDT[0.0001040080796010]
06710658,TRX[0.1009580000000000]
06710663,"BTC[0.0000000084160965],DENT[1.0000000000000000],SAND[18.6787255832030066],XRP[0.0000000100000000]"
06710670,"BAO[2.0000000000000000],BTC[0.0025229100000000],CEL[0.0000009700000000],ETHW[0.0000074000000000],GBP[0.7869250288395502],MATIC[0.0000000800000000],USD[0.0000006307455184],USDT[0.0000000585534972],XRP[0.0004652700000000]"
06710689,"BAO[1.0000000000000000],BTC[0.0000006900000000],GBP[0.0019547412269900],KIN[1.0000000000000000],USD[0.0001710166742944]"
06710701,"USD[0.0000000084388800],USDT[0.0000000030787329]"
06710722,"ETH[0.3737019700000000],ETHW[0.3737019700000000],USD[0.0000032343601409]"
06710735,"BEAR[65.0269671800000000],BTC[0.0000000053291240],USDT[72238.2818700855821578]"
06710748,"SOL[0.0000000098887800],USDT[0.0077740108376898]"
06710753,"SHIB[200000.0000000000000000],USD[4.8699732431552993]"
06710758,USDT[0.0002009912223444]
06710785,"ATOM[0.0485200000000000],BULL[0.0091856800000000],ETHBULL[1.3002000000000000],USD[0.0056619776600000],USDT[12.9580397960000000]"
06710791,"BAL[0.0001349130000000],FTT[0.0000000005832345],SHIB[113.9072609600000000],SOL[0.0000000079422604],STG[0.0000000074406539],USD[0.0000000081362457],USDT[0.0163184850000000]"
06710797,"BTC[0.0008994200000000],USD[0.0070356112000000],USDT[8.2055030978680000]"
06710816,USD[0.0036648735000000]
06710847,EUR[0.0000000016496916]
06710851,GBP[100.0000000000000000]
06710853,GBP[0.0000000155484286]
06710862,"ETH[0.0621264415210715],USD[0.0000156112843302]"
06710890,USD[0.0000000004839600]
06710899,"ALGO[0.0000000091263404],BAO[0.0000000066042064],BNB[0.0000000049860610],ETH[0.0000000041858164],EUR[1.0011056325900628],FTT[0.0000000064608867],GBP[0.0000000088416238],GMT[0.0000000071403040],MATIC[0.0000000032865706],SHIB[0.0000000042012607],SOL[0.0000000039971872],TRX[1.0000000072226995],UNI[0.0000000071708195],USD[0.0000002544506044],USDT[0.0000000090427781],XRP[0.0000000020150813]"
06710908,"BAO[1.0000000000000000],USD[0.0000028817842392],USDT[0.0000000086085282]"
06710917,"TONCOIN[211.0705744000000000],USD[0.0213458388989470]"
06710942,"AKRO[2.0000000000000000],BAO[3.0000000000000000],BNB[0.0000003073764214],BTC[0.0000000001331400],DENT[2.0000000000000000],ETH[0.0000006600000000],KIN[8.0000000000000000],TRX[2.0000070000000000],USD[0.0001311400000000],USDT[0.0000013330831156]"
06710964,"ALGO[0.0000000054737420],AVAX[0.0000000068031825],BTC[0.0000000082354547],CHZ[0.0000000074366176],DOGE[15.8448367000000000],ETH[0.0000000071007357],ETHW[0.0026197919821017],FTT[0.0368478991266512],GRT[0.0003232100000000],HNT[0.0000000037849462],HT[0.0000019733378726],KIN[1.0000000000000000],LEO[0.0000000013781584],LINK[0.0000000080539026],MANA[0.0000000098311341],NEAR[0.0000000006467378],SHIB[198168.1591194000000000],SOL[0.1092388283989546],UBXT[1.0000000000000000],USD[2.0054893880044528],XRP[0.0000000071241241]"
06710978,USD[30.0000000000000000]
06710981,"ETH[0.0000000081034672],LTC[0.0000000100000000]"
06710983,USDT[0.0062661000000000]
06710987,"SOL[0.0286351600000000],USD[0.0000001598006665]"
06711003,"ALGO[1001.0652518152623500],BTC[0.0000000083362520],CHZ[0.0000000005542750],CRV[978.0000000000000000],ETH[0.0000000099047395],FTT[4.1000000000000000],HNT[151.8341346800000000],TRX[4230.9012875536479770],USD[0.49835399741707020000000000],USDT[0.0000111154971888],XRP[2007.5260915106358400]"
06711015,USD[30.0000000000000000]
06711022,"MYC[209.9601000000000000],REEF[3.2740000000000000],TRX[0.2317230000000000],USD[0.3260821859700000]"
06711032,"TRX[0.0000710000000000],USD[282.9722797200000000],USDT[356.6679954500000000]"
06711045,"BTC[0.0108953937260654],SUSHI[0.0000000023570800],USD[0.0000371172749451]"
06711051,TRX[937.0697790000000000]
06711055,"KIN[1.0000000000000000],USD[0.0000000022973124],XRP[99.5226930600000000]"
06711074,"USD[0.0045122742000000],USDT[22.9400000000000000]"
06711083,"CHZ[74.0584370900000000],SOL[0.0774257400000000],TRX[0.2794310000000000],USD[-0.4806405450000000]"
06711086,"BRZ[0.0000000005184579],USD[0.0000022872682921]"
06711087,"GRTBULL[25530000.0000000000000000],USD[35.7403741695000000]"
06711095,"DOGE[0.0000000099824260],USD[0.0000170860561413]"
06711105,"MATIC[0.0000000009988300],TRX[0.0000070000000000]"
06711110,SOL[0.0300000000000000]
06711111,"ADABULL[0.3423200000000000],ATOMBULL[9510.0000000000000000],BEAR[789.6000000000000000],BULL[0.0008904000000000],DOGEBULL[6.5806000000000000],EOSBULL[99980.0000000000000000],ETCBULL[9.4220000000000000],ETHBULL[0.0087100000000000],LINKBULL[737.6400000000000000],MATICBULL[59.0400000000000000],THETABULL[82.8000000000000000],TRX[0.0002560000000000],USD[0.0000000149040376],USDT[0.0000000012591162]"
06711125,"BNB[0.0000000006360000],BTC[0.0000000029103448],ETH[0.0000000073950000],SOL[0.0000000064290190],USD[0.0000004409670760]"
06711134,USDT[0.0000022089586506]
06711160,"ETH[0.0007176000000000],USD[1221.2757136000000000],USDT[10.0000000000000000]"
06711166,"BTC[0.0000000109488807],USDT[546.3062084801870587]"
06711170,"SOL[0.0000000055710288],USDT[22.7630067179865615]"
06711201,USD[30.0000000000000000]
06711204,USDT[0.0000000024055280]
06711207,"TRX[3.2000030000000000],USDT[8.3169308634414320]"
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
06711243,"LTC[1.4000000000000000],NFT (331273262739821403)[1],SOL[0.0026794900000000],USD[0.0000001389788127]"
06711258,"NFT (311857316554515993)[1],USD[5.0752173800000000]"
06711268,"USD[-0.0022337476448177],USDT[0.0024880300000000]"
06711275,"BTC[0.0000000087537600],ETH[0.0000000073378282]"
06711284,USD[0.6978645430000000]
06711319,"TRX[0.0000290000000000],USD[0.0153290140500000]"
06711322,EUR[0.0000000016659919]
06711330,"APE[0.9998200000000000],AVAX[0.4999100000000000],BTC[0.0005000096133600],ETH[0.0150000000000000],ETHW[0.0150000000000000],SOL[0.5093862000000000],USD[112.0079819392371864],USDT[0.7215166699877456]"
06711332,BTC[0.0000000062100000]
06711335,"BTC[0.0000000100000000],GBP[7.6016933564528621]"
06711339,"BAO[3.0000000000000000],ETH[0.6133153100000000],ETHW[0.1442281200000000],GBP[0.0000089623522444],KIN[3.0000000000000000],TRX[1.0000000000000000],USD[0.0000054660831275]"
06711342,"BTC[0.0135125700000000],DOGE[158.7012000000000000],MATIC[19.9870000000000000],SOL[0.6195840000000000],USD[34.32468310573200000000000000],USDT[0.0316215200000000],XRP[46.9758000000000000]"
06711352,"USD[0.0961129268552479],USDT[0.0075784300000000]"
06711354,USDT[0.0000166200000000]
06711362,"USD[0.0001428776000000],USDT[0.1308451595000000]"
06711385,"USD[-0.0250630623187905],USDT[22.6864712400000000]"
06711401,"DENT[8201.6792938300000000],ETHW[10.0371749200000000],RSR[1.0000000000000000],USD[7.5695867763823173]"
06711406,"ETH[0.0110498500000000],ETHW[0.0110498500000000],WBTC[0.0009460200000000]"
06711417,"USD[0.0051244662000000],USDT[0.0600000000000000]"
06711444,"BNB[0.0000000091700151],BUSD[1.0000000000000000],FTT[25.0952310000000000],USD[1343.5695635233444973],USDT[0.0000000101209736]"
06711446,"BTC[0.0000025500000000],USD[0.0700050200000000]"
06711460,"TRX[0.0000090000000000],USDT[0.0000155631911552]"
06711468,"ETH[0.0000660000000000],ETHW[0.0000660000000000],EUR[0.7303512700000000]"
06711478,"ETH[0.0180000000000000],ETHW[0.0180000000000000],USDT[9.8778039910000000]"
06711501,USD[194.9050395400000000]
06711526,"AKRO[1.0000000000000000],BAO[2.0000000000000000],DENT[3.0000000000000000],ETHW[1.9504944900000000],KIN[3.0000000000000000],MATIC[2.0020467400000000],RSR[5.0000000000000000],SUSHI[1793.2981125800000000],UBXT[2.0000000000000000],USD[0.0000000152039848]"
06711538,USD[1.6648500000000000]
06711557,"ATLAS[11579.5402000000000000],USD[0.0750528250550000],USDT[0.0060309477500000]"
06711580,"BAO[2.0000000000000000],ETH[0.0266479800000000],ETHW[0.0263194200000000],KIN[3.0000000000000000],SOL[0.0000038000000000],USD[0.0000149740322373],XRP[99.2027723692338060]"
06711588,"BTC[0.0037274500000000],ETH[0.0542985800000000],MATIC[76.4381266600000000],NEAR[27.3488646600000000],SAND[98.2326973500000000],USD[52.8205015401042378]"
06711609,"1INCH[1.0000000000000000],AKRO[3.0000000000000000],ALGO[0.0009739300000000],BAO[6.0000000000000000],BNB[0.0400141100000000],CHF[3106.9274581275116533],DENT[2.0000000000000000],FTT[10.1301457500000000],KIN[5.0000000000000000],LINK[171.4773971800000000],RSR[3.0000000000000000],TRX[0.0053607300000000],UBXT[1.0000000000000000],USDT[247.4035569874574371],XRP[10398.6515975600000000]"
06711630,SHIB[28456705.2627451000000000]
06711640,"BTC[0.0000000060249780],TRX[0.0002200000000000],USDT[0.0000716872943143]"
06711653,"USD[311.8000592883988900],USDT[0.9800000040955812]"
06711679,"BTC[0.0000000064378979],JPY[0.0000004784597760]"
06711693,"AKRO[5.0000000000000000],ALPHA[1.0000000000000000],BAO[34.0000000000000000],DENT[5.0000000000000000],GHS[0.8661841800000000],KIN[13.0000000000000000],RSR[1.0000000000000000],TRX[8.0000000000000000],UBXT[2.0000000000000000],USD[0.0000000023035283]"
06711710,"BTC[0.0024998290000000],USD[1.9469549400000000]"
06711735,"BUSD[49.4204064300000000],USD[0.0000000014167008]"
06711746,USD[100.0000000000000000]
06711753,"BAO[1.0000000000000000],BNB[0.0000071000000000],ENS[2.0388379400000000],KIN[1.0000000000000000],USDT[0.0000004326687908]"
06711787,"BNB[0.0000000039685485],BTC[0.0135167993645076],ETH[0.0000000014926288],TRX[0.0105180000000000],USDT[0.2873670889877953]"
06711798,"USD[0.0081171890000000],USDT[0.0069491082889380]"
06711816,BTC[0.0000000074093600]
06711839,"ETH[0.0000000043338675],LTC[0.0000000100000000]"
06711841,"USD[84.9043551117000000],USDT[0.0000000156846819]"
06711853,"AKRO[1.0000000000000000],BAO[6.0000000000000000],DENT[1.0000000000000000],ETH[0.0514618464714990],KIN[6.0000000000000000],TRX[0.0000460000000000],UBXT[1.0000000000000000],USD[0.0000000123005666],USDT[0.0000012402595287]"
06711863,"AKRO[1.0000000000000000],AUD[0.0000299533506511],BAO[1.0000000000000000],KIN[1.0000000000000000],TRX[1.0000000000000000]"
06711881,"CEL[109.3789670000000000],USD[17.1340180982500000]"
06711883,USD[0.0000000050000000]
06711898,"AUD[0.0000000055577221],USD[0.0000000074075790]"
06711925,USD[0.0069607298115000]
06711936,"ETH[0.0000000190264448],FTT[0.0000000027855613]"
06711957,XRP[0.0697013200000000]
06711959,AUD[0.0000154277188221]
06711968,BTC[0.0000000060000000]
06711980,USD[0.0000000095128000]
06711989,USD[1.0360000000000000]
06711992,"USD[-0.3410519348107371],USDT[0.8028539300000000]"
06711995,USD[5.0000000000000000]
06712015,"USD[0.0000000022500000],USDC[59339.9807092400000000]"
06712022,"LTC[1.7592428480184834],USD[0.2543518733697275]"
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
06712052,"AKRO[2.0000000000000000],BAO[5.0000000000000000],BNB[0.0000000018000000],GBP[0.0000000041964022],JST[8.0380000000000000],KIN[3.0000000000000000],TRX[1.0000000000000000],UBXT[1.0000000000000000],USD[0.0000000100049114],USDT[512.5325488894813214]"
06712059,"BTC[0.0000000146887914],DOGE[0.0000000017068416]"
06712067,USDT[0.0009134100000000]
06712071,"SOL[0.2214115000000000],USD[0.0000000398951442],USDT[0.0000002145670314]"
06712118,"AKRO[1.0000000000000000],BAO[6.0000000000000000],BTC[0.0000001400000000],DENT[1.0000000000000000],ETHW[0.0003676200000000],KIN[5.0000000000000000],RSR[1.0000000000000000],SHIB[285.7721866886900000],TRX[2.0000360000000000],UBXT[2.0000000000000000],USD[0.0021803885479931],USDT[0.0022696087787829]"
06712119,"BAO[2.0000000000000000],BTC[0.0000000025647500],ETHW[4.5712349800000000],KIN[2.0000000000000000],USD[0.0000001838085536]"
06712120,"ANC[0.0000000024806508],AURY[0.0000000025986571],AXS[0.0000000098023190],BOBA[0.0000000045290434],BTC[0.0000000019498600],CEL[0.0000000044341946],DAI[0.0000000057122974],DOGE[139.8954121488187100],FTT[0.0000000036718263],GBP[0.0000000158875906],HXRO[0.0000000068632302],KIN[6.6963406017661940],KNC[0.0006052300979409],LEO[0.0000000037167734],ORCA[0.0000000002405920],PAXG[0.0000000051871288],REAL[0.0000000059182014],RSR[0.0000000063984400],SNX[0.0000000006934847],SOL[0.0000025000000000],USD[0.0000000093202526],USDT[0.0000000203724148],VGX[0.0000000004879962],XRP[0.0000000033650272]"
06712123,"DOGE[11.0000000000000000],MXN[0.0003352527690100],USD[0.0000000734172036],XRP[10.7525107317536857]"
06712124,BTC[0.0040564300000000]
06712132,USD[0.0000000047572468]
06712133,"BTC[0.0000533970000000],ETH[0.0005944200000000],USD[0.0213234943191987],USDT[0.0038926300000000]"
06712138,"USD[0.1000000120861379],WNDR[0.0000000100000000]"
06712145,TRX[0.0000130000000000]
06712148,"BTC[0.0014917200000000],USD[2.3546407400000000]"
06712153,USD[0.5040000002025460]
06712159,"KIN[1.0000000000000000],TRX[0.0000100000000000],USD[2.6910235569182160],USDT[0.0000000032007494]"
06712161,USD[0.0085382382625000]
06712165,"AKRO[1.0000000000000000],ALPHA[1.0000000000000000],BTC[0.0000001000000000],KIN[3.0000000000000000],USD[0.0000000128362673],USDT[0.0150669776744939]"
06712166,USDT[0.0000000049778400]
06712167,"NFT (350966756878913254)[1],NFT (388934693089303228)[1],USD[0.0000000000243408]"
06712178,"NFT (496619983819656903)[1],NFT (547991409128610299)[1],USD[0.3724000005319315]"
06712184,BTC[0.0000030920000000]
06712186,"NFT (368085219759944364)[1],USD[0.0000000008616895]"
06712192,"BAO[1.0000000000000000],KIN[1.0000000000000000],USD[0.0000000060650078],XRP[96.8961910280980620]"
06712196,"BTC[0.0000003200000000],KIN[1.0000000000000000],TRX[1.0000000000000000],USDT[0.0000427015871476]"
06712197,"NFT (337763854454450524)[1],NFT (346993031405160760)[1],USD[0.0000000003390088]"
06712202,"BTC[0.0005374600000000],DOGE[0.0000000015000000],SRM[0.0000000031000000],TRX[0.0000000056871680],USD[-1.7377275120549496]"
06712203,USD[0.0025811717360100]
06712206,"NFT (343530826282882650)[1],NFT (387460479767835572)[1],USD[0.0000000005981112]"
06712212,"AUD[0.0000049943618478],BAO[4.0000000000000000],DOGE[0.0000000006251242],ETH[0.0210958600000000],KIN[5.0000000000000000],TRX[1.0000000000000000],USD[0.0000000104555844]"
06712215,"NFT (294371404936913476)[1],NFT (384978202683331582)[1],USD[0.0000000003955650]"
06712223,"NFT (509614104232550359)[1],NFT (567449396759784379)[1],USD[0.0000000000070884]"
06712226,"USD[-0.3087122771000000],USDT[0.4300000000000000]"
06712228,"BTC[0.0000401200000000],DENT[1.0000000000000000],USD[0.0002303451868747],USDT[0.9292446500000000]"
06712235,USD[0.0000000035451098]
06712237,"CEL[6.0951800000000000],TRX[0.0000120000000000],USD[3.7739946272219694],USDT[0.0000000079408783]"
06712242,"NFT (351198754424635487)[1],NFT (453806848962140042)[1],USD[0.0000000005336935]"
06712245,"CEL[0.0211000000000000],USD[0.0000000050000000]"
06712246,"AKRO[1.0000000000000000],USD[-0.4965760731000000],USDT[0.5698656383356567]"
06712250,USD[9.9085750171696180]
06712252,USD[0.0090358739000000]
06712256,"NFT (372287338416101696)[1],NFT (446388292889611686)[1],USD[0.0000000000522372]"
06712264,"NFT (411883541024532204)[1],NFT (427765707547546471)[1],USD[0.0000000003285808]"
06712268,"USD[0.3281963936248945],USDT[0.0000000128404460]"
06712271,DOT[0.0491305800000000]
06712298,"NFT (432009254772461637)[1],USD[0.0000000009678413]"
06712299,"BCH[0.0000000012410900],BNB[0.0000000087480918],SOL[0.0000000022951000],TRX[0.0000180000000000],USD[0.0000000032941390],USDT[2.2066792273476622]"
06712302,"ETH[0.3747278000000000],ETHW[0.0004536200000000],FTT[27.2146109000000000],SHIB[6513220.4013598400000000],TRX[0.0001430000000000],USD[265.1649246811339904],USDT[0.0000000082312864]"
06712328,"BAO[2.0000000000000000],GBP[0.0000000111476040],KIN[6.0000000000000000],MATIC[0.0003262100000000],TRX[1.0000000000000000],UBXT[1.0000000000000000],USD[0.0000000198205663]"
